personaje_id,universo_id,nombre,rol,hiperfoco,regulacion_emocional,sensorialidad,comunicacion,aprendizaje,sociabilidad,propiocepcion,funcion_ejecutiva,estilo_comunicacion,estilo_aprendizaje,estilo_socializacion,perfil_sensorial,justificacion,descripcion,url_imagen
126,6,Tod,protagonista,2,3,3,3,3,4,3,3,directo-curioso,experiencial-adaptativo,abierto-leal,neutro,Sociable y curioso. Aprende por experiencia. Equilibrado y adaptable.,"Tod es el zorro protagonista de Tod y Toby, un huérfano criado por una anciana amable que se hace amigo inseparable de un perro de caza sin saber que el mundo va a intentar por todos los medios que sean enemigos. Su historia es la sobre cómo la amistad puede sobrevivir a un mundo que no quiere que exista.",https://static.wikia.nocookie.net/disney/images/c/c3/Profile_-_Tod.png/revision/latest/scale-to-width-down/600?cb=20190401180556
127,6,Basile,protagonista,5,3,4,3,5,2,3,4,técnico-analítico,investigador-deductivo,reservado-instrumental,hipersensible-visual,Hiperfoco total en resolver casos. Muy analítico y observador. Reservado y poco sociable.,"Basilio el Ratón Detective es el equivalente ratón de Sherlock Holmes, brillante, impaciente con los menos capaces y absolutamente dedicado a la resolución de misterios. Su orgullo intelectual es también su mayor vulnerabilidad, y su enfrentamiento con Ratigan es personal en todos los sentidos.",https://static.wikia.nocookie.net/disney/images/2/28/Basil_of_Baker_Street.png/revision/latest/scale-to-width-down/541?cb=20160722095739
128,6,Ariel,protagonista,4,3,4,3,3,4,3,2,expresivo-no verbal,curioso-imitativo,abierto-apasionado,hipersensible-ambiental,Obsesionada con el mundo humano. Transición sensorial extrema entre dos mundos. Impulsiva y apasionada.,"Ariel es la sirenita que quiere ser humana, la recopiladora compulsiva de objetos del mundo de arriba y la protagonista de una historia sobre el deseo de ser más de lo que tu entorno espera. Su curiosidad es insaciable y su disposición a sacrificarlo todo por lo que quiere es tanto su mayor fortaleza como su mayor riesgo.",https://static.wikia.nocookie.net/disney/images/8/8a/Profile_-_Ariel.jpg/revision/latest/scale-to-width-down/562?cb=20260214125609
129,6,Bella,protagonista,4,4,2,4,5,3,3,4,elocuente-reflexivo,lector-autodidacta,reservado-leal,neutro,Lectora voraz y autodidacta. Muy elocuente y organizada. Reservada con su pueblo pero profunda en sus vínculos.,"Bella es la joven lectora que llega a vivir al castillo de la Bestia y que es la única capaz de ver al ser humano detrás del monstruo. Inteligente, independiente y con un criterio propio que no se deja llevar por lo que el pueblo espera de ella, Bella es el tipo de protagonista que elige su propio camino aunque ese camino sorprenda a todos.",iconografia/personajes/bella.jpg
130,6,Bestia,protagonista,2,1,3,2,3,2,4,3,brusco-bloqueado,experiencial-lento,aislado-selectivo,neutro,Muy explosivo y brusco. Aislado por el hechizo. Aprende a relacionarse gracias a Bella.,"La Bestia tiene una inteligencia y una profundidad emocional que su maldición y su aislamiento mantienen enterradas bajo la furia. Pese a su trato inicial hacia Bella, que no tiene excusa, su arco es el de alguien que tiene que desaprender el único modelo de relación que conoce. Su biblioteca, su amor por la lectura, su capacidad de escucha cuando por fin la desarrolla: todo habla de quién podría ser sin el miedo.",iconografia/personajes/bestia.jpg
131,6,Rex,secundario,3,1,3,3,3,4,2,2,expresivo-ansioso,entusiasta-bloqueado,dependiente-leal,neutro,Muy ansioso y catastrofista. Torpe físicamente. La ansiedad le bloquea aunque tiene mucho entusiasmo.,"Rex es el dinosaurio de juguete de Andy en Toy Story, el más ansioso del grupo, siempre preocupado por si sus brazos son demasiado cortos, si sus rugidos son suficientemente intimidantes y si alguien en el videojuego va a llegar antes que él al nivel final. Su miedo a decepcionar es constante y su alegría cuando consigue algo es absoluta.",https://static.wikia.nocookie.net/disney/images/5/56/Profile_-_Rex.jpeg/revision/latest/scale-to-width-down/600?cb=20190313050619
132,6,Quasimodo,protagonista,3,3,4,3,4,3,5,3,tímido-expresivo,autodidacta-observacional,aislado-anhelante,hipersensible-auditivo,Autodidacta total. Extraordinariamente ágil en la catedral. Aislado pero con vínculos profundos y selectivos.,"Quasimodo es el campanero de Notre Dame, el hombre que vivió toda su vida escondido del mundo por miedo al rechazo y que descubre que el mundo fuera de la catedral tiene tanto belleza como crueldad. Su historia es la de alguien que aprende a distinguir entre quien le dice que lo quiere y quien realmente lo hace.",https://static.wikia.nocookie.net/disney/images/7/7f/Quasimodo.jpeg/revision/latest/scale-to-width-down/587?cb=20190301095734
133,6,Hércules,protagonista,3,2,2,3,3,4,1,3,directo-sincero,experiencial-guiado,abierto-generoso,neutro,Dispraxia clara — torpe a pesar de su fuerza. Aprende con guía. Abierto y generoso.,Hércules es el semidiós que creció sintiéndose diferente a todo el mundo y que busca en la fuerza y la fama la pertenencia que no ha encontrado. Su arco desmonta la idea de que ser héroe es una cuestión de poder: el verdadero sacrificio que lo convierte en un dios completo no tiene nada que ver con los músculos.,iconografia/personajes/hercules.jpg
134,6,Flik,protagonista,4,3,2,3,5,3,3,3,entusiasta-torpe,inventor-experimental,anhelante-aislado,neutro,Inventor autodidacta y creativo. Sus inventos lo aíslan del grupo. Muy entusiasta pero desorganizado.,"Flik es la hormiga inventora de Bichos, siempre con ideas que el resto de la colonia considera más problemáticas que útiles, siempre con la mejor intención y los resultados más catastróficos. Su historia es la de alguien cuya creatividad no encaja en el sistema pero que resulta ser exactamente lo que el sistema necesita cuando llega una crisis real.",https://static.wikia.nocookie.net/disney/images/8/86/Flik%E2%80%99s_Profile.jpeg/revision/latest?cb=20220308194757
135,6,Jane Porter,protagonista,4,4,3,4,5,4,3,4,expresivo-elocuente,investigador-observacional,abierto-empático,neutro,Investigadora nata y observadora. Muy elocuente y empática. Conecta fácil con personas y animales.,"Jane es la botánica que llega a la jungla a estudiar gorilas y que termina siendo el puente entre Tarzán y el mundo humano. Curiosa, inteligente y con un sentido del humor que aparece incluso en las situaciones más tensas, Jane tiene la capacidad de adaptarse a contextos completamente inesperados con una agilidad que sorprende.",https://static.wikia.nocookie.net/disney/images/e/ef/Profile_-_Jane_Porter.png/revision/latest/scale-to-width-down/546?cb=20190312070932
136,6,Kronk,secundario,3,4,3,4,3,5,4,2,literal-simpático,práctico-experiencial,abierto-amigable,neutro,Habla con animales y tiene múltiples intereses variopintos. Muy sociable y positivo. Muy distraído.,"Kronk trabaja para Yzma pero tiene el corazón más honesto de toda la película. Pese a ser técnicamente el ayudante de la villana, su incapacidad para hacer daño real, su cocina excepcional, su amistad con las ardillas y su debate interno constante entre el bien y el mal lo convierten en el personaje más moralmente consistente de El Emperador y sus Locuras: simplemente está en el trabajo equivocado.",iconografia/personajes/kronk.jpg
137,6,Milo Thatch,protagonista,5,3,2,3,5,2,2,3,técnico-detallista,investigador-lingüista,introvertido-anhelante,neutro,Obsesionado con la Atlántida. Lingüista brillante. Torpe físicamente y socialmente.,"Milo es el lingüista del Smithsonian que lleva años intentando que alguien le crea que Atlántida existe y que finalmente consigue la expedición que lo lleva allí. Torpe socialmente, brillante en lo académico y con una pasión por el conocimiento que supera cualquier obstáculo práctico, Milo es el tipo de protagonista que gana no por ser el más fuerte sino por ser el que entiende lo que los demás no ven.",https://static.wikia.nocookie.net/disney/images/4/40/Profile_-_Milo_Thatch.png/revision/latest?cb=20190401182656
138,6,Lilo,protagonista,4,1,4,2,4,2,3,2,literal-no convencional,curioso-no convencional,aislado-selectivo,hipersensible-social,Muy explosiva y desregulada. Rechazada por sus iguales. Curiosa e inteligente a su manera no convencional.,"Lilo es la niña hawaiana protagonista de Lilo y Stitch, una chica que vive con su hermana mayor después de perder a sus padres y que tiene una forma de ver el mundo tan personal que la separa de sus compañeras. Su amistad con Stitch, construida sobre el principio de 'ohana significa familia, y la familia no se abandona', es el corazón de la película.",iconografia/personajes/lilo.jpg
139,6,Dory,protagonista,2,3,3,4,1,5,3,1,espontáneo-sin filtro,intuitivo-inmediato,abierto-total,neutro,Memoria a corto plazo deteriorada. Muy sociable y positiva. Sin planificación posible.,Dory es el pez cirujano con pérdida de memoria a corto plazo que acompaña a Marlin en su búsqueda de Nemo y que en su propia película descubre el camino de vuelta a su familia. Su incapacidad para retener información la convierte en un obstáculo práctico constante pero también en alguien que vive el presente con una intensidad y una apertura que los demás han perdido.,https://static.wikia.nocookie.net/disney/images/3/36/Profile_-_Dory.png/revision/latest?cb=20240410214311
140,6,Marlin,protagonista,4,2,3,3,3,2,3,3,directo-ansioso,experiencial-resistente,reservado-protector,neutro,Muy ansioso y catastrofista. Protector obsesivo. Aprende a soltar el control a lo largo de la historia.,"Marlin es el pez payaso sobreprotector que cruza el océano para encontrar a su hijo Nemo, el padre cuyo miedo al mundo casi le impide vivir en él. Su historia es la de alguien que tiene que soltar el control para salvar lo que más quiere.",https://static.wikia.nocookie.net/disney/images/b/bf/Profile_-_Marlin.png/revision/latest?cb=20240410213752
141,6,Edna Moda,secundario,5,4,4,5,5,2,3,5,expresivo-dominante,genio-creativo,selectivo-instrumental,hipersensible-estético,Genio creativo y perfeccionista. Extraordinariamente expresiva. Vive para su trabajo.,"Edna es la diseñadora de trajes para superhéroes, la mujer más pequeña y más imponente de la saga de Los Increíbles. Su certeza absoluta sobre el gusto, su regla sobre las capas y su capacidad para pasar de la ternura a la exigencia en medio segundo la convierten en uno de los personajes secundarios más recordados de Pixar.",https://static.wikia.nocookie.net/disney/images/f/ff/Profile_-_Edna_Mode.jpg/revision/latest/scale-to-width-down/600?cb=20190314210134
142,6,Rayo McQueen,protagonista,4,3,2,3,3,3,5,3,directo-seguro,experiencial-competitivo,egocéntrico-evolutivo,neutro,Competitivo y arrogante al principio. Gran control en pista. Aprende el valor de los vínculos reales.,"Rayo es el coche de carreras más rápido de su generación y el protagonista de Cars, un campeón que aprende en Radiator Springs que ganar no es lo único que importa. Su arco es el del perfeccionismo y el individualismo que se transforma al contacto con una comunidad que le enseña lo que significa pertenecer a algo.",https://static.wikia.nocookie.net/disney/images/1/10/Profile_-_Lightning_McQueen.png/revision/latest/scale-to-width-down/600?cb=20221003093816
143,6,WALL-E,protagonista,4,4,4,2,4,3,4,3,no verbal-gestual,curioso-autodidacta,anhelante-selectivo,hipersensible-táctil,Colecciona objetos por texturas y formas. Se comunica por gestos. Anhela conexión profunda.,"WALL-E es el pequeño robot compactador de basura que lleva siglos solo en la Tierra limpiando lo que la humanidad dejó atrás, y que ha desarrollado en ese tiempo una curiosidad, una ternura y una colección de objetos humanos que lo hacen extraordinariamente humano. Su historia de amor con EVE y su papel en el regreso de la humanidad a la Tierra son el corazón de una de las películas más silenciosas y más poderosas de Pixar.",https://static.wikia.nocookie.net/disney/images/2/2b/Wall-E.png/revision/latest/scale-to-width-down/600?cb=20180629212054
144,6,Russell,secundario,3,3,2,4,3,5,3,3,expresivo-sin filtro,experiencial-entusiasta,abierto-total,neutro,Muy expresivo y hablador. Busca conexión constantemente. Entusiasta y algo desorganizado.,"Russell es el explorador de ocho años que aparece en el porche de Carl en Up y que termina haciendo el viaje más importante de su vida sin haberlo planeado. Su entusiasmo, su tendencia a hablar sin parar y su necesidad de una figura adulta que lo vea son los hilos que conectan su historia con la de Carl.",https://static.wikia.nocookie.net/disney/images/f/f7/Profile-Russell.png/revision/latest/scale-to-width-down/600?cb=20190414091422
145,6,Rapunzel,protagonista,4,3,4,4,5,4,4,3,expresivo-entusiasta,autodidacta-creativo,abierto-anhelante,hipersensible-ambiental,Autodidacta total tras años en la torre. Muy sensible al mundo exterior. Ágil con su pelo.,"Rapunzel es la princesa de los setenta pies de pelo mágico que lleva dieciocho años en una torre sin saber quién es realmente. Curiosa, creativa y con una energía que ha tenido que canalizar de todas las formas posibles en el espacio de una habitación, Rapunzel tiene un instinto para la alegría que sobrevive a todo lo que Gothel le ha enseñado sobre el mundo.",https://static.wikia.nocookie.net/disney/images/a/ae/Profile_-_Rapunzel.jpeg/revision/latest/scale-to-width-down/356?cb=20260511164915
146,6,Vanellope,protagonista,4,3,3,4,4,3,3,3,sarcástico-directo,intuitivo-rápido,selectivo-leal,neutro,El glitch altera su control corporal. Sarcástica y directa. Aprende rápido e intuitivamente.,"Vanellope es la corredora glitchy de Sugar Rush en ¡Rompe Ralph!, una niña que ha sido marginada por lo que los demás consideran un defecto y que descubre que ese defecto es en realidad su superpoder. Su amistad con Ralph está construida sobre el reconocimiento mutuo entre dos personas que el mundo ha descartado.",iconografia/personajes/vanellope.jpg
147,6,Elsa,protagonista,3,1,5,2,4,1,4,3,bloqueado-contenido,autodidacta-solitario,aislado-protector,hipersensible-emocional,Sus emociones desencadenan sus poderes. Se aísla para proteger a los demás. Aprende sola a controlarse.,"Elsa es la reina de Arendelle con el poder de crear hielo y nieve, la chica que pasó años escondiéndose de sí misma por miedo a lo que podía hacer y que en el momento de liberarse crea algo extraordinario. Su historia es la de alguien que aprende que el control no es la solución y que el aislamiento protege de mucho pero también lo destruye todo.",https://static.wikia.nocookie.net/disney/images/9/95/Profile_-_Elsa.jpeg/revision/latest/scale-to-width-down/544?cb=20241222112925
148,6,Hiro Hamada,protagonista,5,2,2,3,5,3,3,3,directo-técnico,genio-autodidacta,introvertido-leal,neutro,Genio de la robótica. Muy vulnerable emocionalmente tras la pérdida de Tadashi. Brillante y creativo.,"Hiro es el protagonista de Big Hero 6, un chico de catorce años con un talento excepcional para la robótica que usa durante años para ganar dinero en peleas ilegales de robots hasta que su hermano mayor le muestra lo que podría hacer con ese talento. Su historia es la del duelo y la rabia transformados en propósito.",https://static.wikia.nocookie.net/disney/images/2/21/Profile_-_Hiro_Hamada.jpeg/revision/latest/scale-to-width-down/517?cb=20251202024306
149,6,Tristeza,secundario,3,2,3,3,4,2,2,2,honesto-pesimista,reflexivo-analítico,retraído-anhelante,neutro,Muy reflexiva y analítica. Se siente un estorbo. Lenta y torpe físicamente.,"Tristeza es la emoción más incomprendida de la mente de Riley en Del Revés, la que siempre intenta tocar los recuerdos y a quien Alegría mantiene alejada de todo sin entender para qué sirve. Su arco a lo largo de la película es el descubrimiento de que la tristeza no es lo opuesto de la felicidad sino a veces su condición necesaria.",iconografia/personajes/tristeza.jpg
150,6,Héctor,protagonista,3,3,2,5,3,5,4,2,expresivo-musical,experiencial-intuitivo,abierto-carismático,neutro,Extraordinariamente expresivo y musical. Muy sociable y carismático. Caótico e improvisador.,"Héctor es el músico del mundo de los muertos en Coco, el hombre que está a punto de ser olvidado para siempre y cuya historia real nadie conoce todavía. Su relación con Miguel es el corazón de la película, y el secreto que guarda explica todo lo que en la primera mitad parece no encajar.",https://static.wikia.nocookie.net/disney/images/1/1e/Profile_-_Hector.png/revision/latest/scale-to-width-down/600?cb=20190315012658
151,6,Forky,secundario,4,2,4,3,2,3,2,1,literal-directo,lento-confuso,confuso-selectivo,hipersensible-ambiental,Obsesionado con su identidad como basura. Torpe y desequilibrado. Sin capacidad de planificación.,"Forky es el tenedor de plástico con palitos de helado que Bonnie convirtió en juguete en Toy Story 4, un objeto que no entiende por qué es un juguete ni qué significa serlo pero que aprende a aceptarlo. Su confusión existencial es el punto de partida de las preguntas más profundas de la película.",https://static.wikia.nocookie.net/disney/images/b/b3/Forky_-_TS4R.png/revision/latest?cb=20201110040316
152,6,Numero 22,secundario,2,2,5,3,4,2,2,2,sarcástico-directo,curioso-intenso,retraído-selectivo,hipersensible-total,Completamente nueva en un cuerpo físico. El mundo la abruma totalmente. Curiosa una vez se abre.,"El 22 es el alma que lleva más tiempo en el Más Allá en Soul, la que ha rechazado a todos los mentores que le han asignado y que no encuentra ningún propósito que la motive para ir a la Tierra. Su viaje con Joe Gardner es el de alguien que descubre que la vida no necesita un gran propósito para valer la pena.",iconografia/personajes/numero_22.jpg
153,6,Bruno Madrigal,secundario,4,3,4,3,3,2,3,3,torpe-cálido,observacional-rutinario,aislado-anhelante,hipersensible-ritual,Aislado durante años con sus rituales y ratas. Ansioso y con tics. Cálido cuando confía.,"Bruno es el tío de Mirabel en Encanto, el miembro de la familia Madrigal con el don de la profecía que lleva diez años viviendo en las paredes de la casa después de que una de sus visiones fuera malinterpretada. Su regreso al centro de la historia es el de alguien que ha vivido tanto tiempo como el problema que no sabe cómo ser la solución.",https://static.wikia.nocookie.net/disney/images/3/33/Profile_-_Bruno_Madrigal.png/revision/latest/scale-to-width-down/582?cb=20230109053845
154,6,Giulia,secundario,4,3,2,5,4,5,3,4,expresivo-entusiasta,estudioso-curioso,abierto-generoso,neutro,Muy expresiva y habladora. Estudiosa y curiosa. Conecta de forma inmediata con Luca y Alberto.,"Giulia es la chica humana de tierra firme que se convierte en amiga de Luca y Alberto en la película de Pixar, la que los introduce al mundo de la carrera de triatlón y que tiene toda la energía y el desorden de alguien que ama aprender cosas y no sabe cómo tenerlas todas organizadas a la vez.",iconografia/personajes/giulia.jpg
155,6,Candela Lumen,protagonista,3,3,4,3,4,3,4,3,directo-contenido,curioso-descubridor,reservado-leal,hipersensible-elemental,Se inflama cuando pierde el control. Convierte el agua en cristal. Gran conciencia de su cuerpo elemental.,"Candela es la protagonista de Elemental, una chica de fuego que creció en una ciudad donde los elementos apenas se mezclan y que descubre que las barreras que creía insuperables son más porosas de lo que parecen. Su historia es la de las expectativas familiares, la identidad y el amor que cruza límites.",iconografia/personajes/candela_lumen.jpg
156,6,Nilo Fuentes,secundario,2,2,4,4,3,5,3,3,expresivo-empático,experiencial-emocional,abierto-afectuoso,hipersensible-emocional,Llora constantemente y con intensidad. Muy empático y afectuoso. Sociable y abierto con todos.,"Wade es el chico de agua que se convierte en el interés romántico de Candela en Elemental, alguien que llora con una facilidad que contrasta con la intensidad de Candela y que ve el mundo con una apertura emocional que ella no tenía.",https://static.wikia.nocookie.net/disney/images/0/0f/Profile_-_Wade_Ripple.png/revision/latest/scale-to-width-down/561?cb=20240713220837
157,6,Ansiedad,secundario,5,1,4,4,3,3,3,2,expresivo-alarmista,preventivo-anticipatorio,controlador-protector,hipersensible-alerta,Anticipa todos los peligros posibles. Completamente desregulada por naturaleza. Paraliza más que organiza.,"Ansiedad es la nueva emoción que aparece en la mente de Riley en Del Revés 2, la que llega con la adolescencia y que tiene una capacidad de planificación y anticipación de escenarios negativos que inicialmente parece útil y que rápidamente desborda a todo lo demás.",iconografia/personajes/ansiedad.jpg
158,6,Elio,protagonista,5,3,3,3,5,2,3,3,técnico-entusiasta,autodidacta-espacial,introvertido-anhelante,neutro,Obsesionado con el espacio y los extraterrestres. Autodidacta total. Introvertido y torpe socialmente.,"Elio es el protagonista de la película de Pixar del mismo nombre, un chico que acaba en el espacio por error y que tiene que representar a la humanidad ante una comunidad intergaláctica. Su historia es la de alguien que siempre se sintió diferente y que descubre que esa diferencia es exactamente lo que lo convierte en el representante perfecto.",iconografia/personajes/elio.jpg
159,6,Merida,protagonista,3,2,3,3,4,3,5,2,directo-sin filtro,autodidacta-práctico,reservado-leal,neutro,Arquera excepcional. Muy impulsiva y directa. Actúa sin pensar las consecuencias.,"Merida es la princesa escocesa de Brave, la arquera que no quiere casarse según la tradición y que en su intento de cambiar su destino desencadena una magia que casi destruye todo. Su historia no es la del príncipe azul: es la de una madre y una hija que aprenden a escucharse.",https://static.wikia.nocookie.net/disney/images/d/d2/Profile_-_Merida.jpeg/revision/latest/scale-to-width-down/600?cb=20230913063318
160,6,Megara,secundario,2,3,2,5,4,2,3,3,sarcástico-expresivo,observacional-inteligente,reservado-desconfiado,neutro,Extraordinariamente sarcástica y expresiva. Desconfía de todo el mundo. Inteligente y observadora.,"Megara trabaja para Hades pero su historia es la de alguien que eligió un trato imposible por amor y que lleva ese peso con una ironía que es su único escudo. Pese a participar en engañar a Hércules, su inteligencia, su humor y su capacidad de ver a las personas tal como son son los rasgos más genuinos de la película. Cuando tiene que elegir, elige aunque le cueste todo.",https://static.wikia.nocookie.net/disney/images/9/91/Profile_-_Megara.jpeg/revision/latest/scale-to-width-down/593?cb=20190312030229
161,6,Cenicienta,protagonista,2,5,2,4,3,4,3,4,amable-elegante,experiencial-adaptativo,abierto-empático,neutro,Extraordinariamente calmada y positiva. Muy organizada. Conecta fácil con personas y animales.,Cenicienta es la joven que trabaja como sirvienta en su propia casa y que con la ayuda de su hada madrina llega al baile que cambia su vida. Su historia es sobre la bondad que no se rompe aunque todo conspire para aplastarla.,iconografia/personajes/cenicienta.jpg
162,6,Tiana,protagonista,4,4,2,4,4,3,4,5,directo-firme,metódico-trabajador,reservado-selectivo,neutro,Trabajadora y disciplinada. Muy organizada y planificadora. Prioriza el trabajo sobre las relaciones.,"Tiana es la protagonista de Tiana y el Sapo, una cocinera de Nueva Orleans con un sueño y una ética de trabajo que no deja espacio para atajos. Su historia es sobre la diferencia entre trabajar por un sueño y vivir la vida mientras lo persigues.",https://static.wikia.nocookie.net/disney/images/f/fa/Profile_-_Tiana.jpeg/revision/latest/scale-to-width-down/541?cb=20260322182729
163,6,Kida,protagonista,4,4,3,4,5,4,5,4,directo-políglota,políglota-curioso,abierto-decidido,neutro,Políglota y curiosa. Guerrera ágil y precisa. Conecta fácil y actúa con determinación.,"Kida es la princesa atlante de La Atlantis Perdida, una guerrera y exploradora que lleva miles de años buscando respuestas sobre su propio pueblo. Su encuentro con Milo es el de dos personas que tienen piezas diferentes del mismo rompecabezas.",iconografia/personajes/kida.jpg
164,6,Esmeralda,protagonista,3,4,3,5,3,5,5,3,expresivo-carismático,experiencial-intuitivo,abierto-empático,neutro,Extraordinariamente expresiva y carismática. Bailarina y acróbata excepcional. Empática con los marginados.,"Esmeralda es la bailarina gitana de El Jorobado de Notre Dame, la única que ve a Quasimodo como lo que es desde el principio y que tiene el valor de decir en público lo que todos prefieren callar sobre la injusticia.",https://static.wikia.nocookie.net/disney/images/e/e4/Profile_-_Esmeralda.png/revision/latest/scale-to-width-down/576?cb=20231001061207
165,6,Mirabel,protagonista,3,3,2,4,4,5,3,3,expresivo-empático,observacional-empático,abierto-integrador,neutro,El pegamento emocional de la familia. Muy empática y observadora. Determinada aunque impulsiva.,"Mirabel es la única miembro de la familia Madrigal sin don, la que creció sintiéndose la excepción en una familia de excepciones y que resulta ser la única capaz de ver y resolver lo que amenaza con destruirla. Su historia es sobre el valor de quien no tiene poderes en un mundo lleno de personas con poderes.",iconografia/personajes/mirabel.jpg
166,6,Aladdin,protagonista,3,3,2,4,3,5,5,3,carismático-expresivo,experiencial-adaptativo,abierto-generoso,neutro,Muy carismático y ágil. Conecta fácil con todos. Ingenioso e improvisador bajo presión.,"Aladín es el chico de las calles de Agrabah que finge ser un príncipe para impresionar a Jasmine y que aprende que ninguna de las dos cosas, ni el príncipe ni el chico de las calles, es toda la verdad sobre quién es. Su historia es sobre la autenticidad.",https://static.wikia.nocookie.net/disney/images/f/fc/Aladdin_OUAT.png/revision/latest?cb=20171129211935
167,6,Li Shang,secundario,3,4,2,3,4,3,5,5,autoritario-directo,metódico-riguroso,reservado-justo,neutro,Guerrero excepcional y líder riguroso. Muy organizado y planificador. Reservado pero justo.,"Li Shang es el capitán del ejército chino en Mulan, el oficial que entrena al regimiento de reclutas y que descubre tarde que uno de sus mejores soldados no era quien decía ser. Su arco es el del honor y la lealtad ante la contradicción.",https://static.wikia.nocookie.net/disney/images/d/da/Profile_-_Shang.jpeg/revision/latest/scale-to-width-down/509?cb=20190312042759
168,6,Príncipe Eric,secundario,2,4,3,4,3,4,4,3,amable-directo,experiencial-aventurero,abierto-generoso,neutro,Marinero hábil y coordinado. Amable y generoso. Algo impulsivo en lo personal.,"El Príncipe Eric es el enamorado de Ariel en La Sirenita, el hombre que busca a la chica de la voz que lo salvó y que no puede reconocerla cuando la tiene delante porque la voz es exactamente lo que le han quitado.",iconografia/personajes/principe_eric.jpg
169,6,Flynn Rider,protagonista,3,4,2,5,4,4,4,3,carismático-sarcástico,adaptativo-oportunista,carismático-evolutivo,neutro,Extraordinariamente carismático. Muy ágil e ingenioso. Evoluciona de egoísta a leal.,"Flynn Rider, cuyo nombre real es Eugene Fitzherbert, es el ladrón encantador de Enredados que huye de la guardia real y termina metido en la aventura más inesperada de su vida. Su arco es el de alguien que ha construido toda una identidad ficticia para no tener que ser vulnerable y que aprende que la vulnerabilidad no es una debilidad.",https://static.wikia.nocookie.net/disney/images/8/84/Profile_-_Flynn_Rider.jpeg/revision/latest/scale-to-width-down/434?cb=20190312032147
170,6,Kristoff,secundario,2,4,3,3,3,2,4,3,brusco-directo,experiencial-físico,reservado-selectivo,neutro,Prefiere la compañía de Sven a la de personas. Muy trabajador y físicamente hábil.,"Kristoff es el vendedor de hielo de Frozen, el hombre que creció con los trolls y que tiene más facilidad para hablar con su reno Sven que con cualquier persona. Pragmático, directo y con una torpeza social que resulta más honesta que los modales perfectos de Hans, Kristoff es el tipo de personaje cuya lealtad vale más que cualquier promesa.",https://static.wikia.nocookie.net/disney/images/b/b4/Profile_-_Kristoff.jpeg/revision/latest/scale-to-width-down/600?cb=20201122004647
171,6,Gary,protagonista,5,3,3,3,4,3,3,3,técnico-tímido,autodidacta-curioso,introvertido-leal,neutro,Obsesionado con el espacio. Autodidacta y curioso. Introvertido pero forma vínculos profundos.,"Gary Serpientez es una víbora de foseta azul y el personaje más inesperado de Zootropolis 2: optimista hasta en las situaciones más desesperadas, ingenuo y con un corazón enorme que contrasta radicalmente con el veneno letal que corre por sus colmillos. Solo quiere pertenecer a Zootopia y limpiar el nombre de su familia, pero el miedo y los prejuicios hacia los reptiles lo convierten en sospechoso antes de que nadie lo conozca. Su historia es la de alguien que el mundo ha decidido que es peligroso antes de darle la oportunidad de demostrar que no lo es.",iconografia/personajes/gary.jpg
